avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
10015,4.90000000000000000,16281,307155,62481,1.63,,2024-01-18 20:41:22.000 UTC,2025-02-10 02:59:38.000 UTC,469422,11,9,6,6,0.33000000000000000,162267,0,2.19,0,214492,Awoi865PqATc1gTFWXEPLpFhb5pkeEMGP1cLq2J1qmPW,0.67000000000000000,364862,0.67,46,33,-188880,-57402,7,26107,224,96807,-107625,390076,472487,40,2,20105,32317,-139941,0,0,1.57,15,,REJECT: negative PnL once unreconciled positions removed
64341,6.20000000000000000,542503,140524,326017,8.43,,2024-10-07 11:58:19.000 UTC,2025-01-31 21:37:18.000 UTC,188821,20,6,4,4,0.17000000000000000,48298,0,0.28,0,673316,GTSr7q95quwd5YeoAhQbx1zaR1tG7RAhteMfR3Sx1kQi,0.67000000000000000,513522,0.08,23,12,-468272,-104128,5,188357,143,4776946,-110271,6435276,623793,19,6,94479,140524,-250794,0,0,3.28,14,,REJECT: negative PnL once unreconciled positions removed
7671,5.10000000000000000,12904,21001,39216,1.68,,2024-03-23 14:43:26.000 UTC,2025-11-03 12:43:01.000 UTC,36478,127,7,13,3,0.00000000000000000,15476,0,0.38,0,94985,2ULSp5Fj9nZnfUd4nJ2nftJhS85h9xq5Cvr55sjpgjng,0.43000000000000000,-41662,-0.11,41,30,-160627,-18999,18,96365,211,53221,-111945,193728,70283,28,2,7161,21001,-132946,0,0,1.12,11,,REJECT: negative PnL once unreconciled positions removed
172897,10.00000000000000000,1257227,1834801,7384956,7.27,,2025-01-18 09:11:27.000 UTC,2025-06-11 07:28:01.000 UTC,2454029,25,9,3,5,0.11000000000000000,619228,0,0.23,0,10592214,8DRxtGXP8uYQ1T5JCSN6XG6SJWkFt2TpFFf6DJvKZyXj,0.56000000000000000,-141438,-0.01,37,29,-3273740,-625972,9,1281628,370,7384956,-111986,14897616,-29452,34,2,842914,1834801,-1946787,0,0,2.95,12,,REJECT: negative PnL once unreconciled positions removed
31130,3.80000000000000000,11100,198811,129295,0.36,,2024-09-26 16:06:49.000 UTC,2025-01-20 17:22:06.000 UTC,264271,6,5,6,4,0.00000000000000000,65460,0,1.33,0,198218,5BKf1dvsdn6ry9UfyUewf4QjUKQF4A39XhLVteVt4ZLY,0.80000000000000000,264533,0.83,16,7,-115987,-57511,3,56919,61,129295,-115099,231315,379633,10,13,116741,494,-115593,0,0,1.49,9,,REJECT: negative PnL once unreconciled positions removed
11677,5.20000000000000000,11314,26585,55268,0.97,,2024-12-07 00:27:19.000 UTC,2026-02-01 06:07:29.000 UTC,54764,13,7,27,5,0.00000000000000000,28179,0,0.46,322,118782,3uzAvCHfLD83diM1WqZqyu8DayZdzuaUcXBhguamPxda,0.71000000000000000,101320,0.16,56,28,-128097,-27513,12,53305,292,113227,-117270,347023,218590,29,16,42847,2281,-119552,-82,4,1.93,14,,REJECT: negative PnL once unreconciled positions removed
80142,11.60000000000000000,22881,197623,40518,0.29,,2024-01-05 01:56:30.000 UTC,2024-04-24 22:50:00.000 UTC,319323,22,4,5,3,0.25000000000000000,121700,0,3.23,0,98813,56WfuzWoBvQKQdDVCxY9tL4sy6opJtbxPmSxuE3BQnaR,0.75000000000000000,359439,0.58,12,6,-150334,-74935,0,0,139,188807,-118446,500842,477885,7,1,193108,31889,-150334,0,0,1.19,13,,REJECT: negative PnL once unreconciled positions removed
3264,7.10000000000000000,5732,27552,25759,1.76,,2024-04-15 09:29:42.000 UTC,2025-12-02 09:51:19.000 UTC,41392,30,9,3,6,0.11000000000000000,13839,0,0.43,15,97261,7inTA3bGsXuivVVSa52pQMWFiQQkbAL1VxtMzNicY8PK,0.67000000000000000,-121983,-0.09,364,290,-698271,-34037,222,550367,2587,71317,-118605,1361781,-3379,361,1,1331,75028,-193633,0,0,1.89,22,,REJECT: negative PnL once unreconciled positions removed
2911,5.10000000000000000,3873,78366,54404,1.33,,2024-03-05 02:12:08.000 UTC,2025-01-19 18:57:41.000 UTC,135579,8,13,4,8,0.23000000000000000,57212,0,0.57,0,238116,5R3tgiTg4qkctNB8PiVZLSaGGRWrHbynGiHnNdbGNN9m,0.62000000000000000,-110186,-0.09,394,299,-399000,-21221,58,82487,2001,54404,-122049,1206219,12378,389,0,0,78366,-200415,0,0,2.05,17,,REJECT: negative PnL once unreconciled positions removed
4331,5.10000000000000000,11401,60419,165093,2.63,,2024-11-26 04:34:38.000 UTC,2026-04-06 06:47:07.000 UTC,76341,9,10,27,4,0.00000000000000000,15922,0,0.26,0,289273,DUJE4YSd11aXz7U2fyDXAETxT2tfVjhoYmvbTydRFnFy,0.40000000000000000,7788,0.01,163,128,-202973,-14567,32,57722,827,165093,-123060,571040,130848,136,9,50629,14347,-137407,15022,3,2.42,16,,REJECT: negative PnL once unreconciled positions removed
24015,6.80000000000000000,76197,179456,152464,3.17,,2024-01-04 00:11:31.000 UTC,2025-01-23 08:21:34.000 UTC,202922,6,15,4,5,0.13000000000000000,23466,0,0.35,0,583210,5e5zW5bQ54FaAZrBsA5QdzKpBGReURQyc8Fc6AdoqE9p,0.33000000000000000,157663,0.17,23,16,-143685,-53010,2,53120,156,152464,-123333,544841,280996,19,2,28666,17345,-140678,0,0,1.09,15,,REJECT: negative PnL once unreconciled positions removed
5420,2.90000000000000000,10837,76829,150207,2,,2024-07-09 02:03:02.000 UTC,2026-02-12 02:20:45.000 UTC,91962,23,6,26,3,0.33000000000000000,15133,0,0.33,0,281031,8U19wrtzN6BkBhxbM2YtUgCcXrDdyzdjwLNE9RfLfsJb,0.50000000000000000,196705,0.13,232,174,-377334,-44612,72,166416,680,181354,-123940,1322918,320645,206,25,172017,37354,-161293,36439,22,3.01,15,,REJECT: negative PnL once unreconciled positions removed
11622,5.70000000000000000,20206,66989,99099,1.74,,2024-03-03 13:58:36.000 UTC,2025-01-23 19:10:25.000 UTC,148510,7,12,3,6,0.17000000000000000,81521,0,0.42,0,353723,5d3uZJQwmERBrZfh2qHMQpZ5gRrLbyByauHoJS3gWGVU,0.50000000000000000,-32307,-0.04,59,45,-263323,-81385,4,33164,338,99099,-124437,700631,92130,56,2,5152,66989,-191426,0,0,1.62,15,,REJECT: negative PnL once unreconciled positions removed
5837,3.50000000000000000,3862,64817,50304,0.66,,2024-01-11 14:59:18.000 UTC,2025-01-25 10:27:58.000 UTC,75609,5,5,11,3,0.20000000000000000,10792,0,0.94,0,80118,BWRYGjeYoZawm5wgx8P1uSFQnAojxgfxCfdCvBHTcUjM,0.60000000000000000,-107615,-0.24,86,56,-225548,-123315,13,33858,301,149586,-124729,405663,17114,75,5,297728,64817,-189546,0,0,3.35,12,,REJECT: negative PnL once unreconciled positions removed
7893,6.90000000000000000,20342,151774,146733,2.58,,2024-01-04 16:02:19.000 UTC,2026-03-16 20:37:58.000 UTC,320735,8,25,18,14,0.16000000000000000,168961,0,0.51,9,629347,EaTWpDRhoXJcRcckCz5VL59HWuaS6vi828fXj1fYzCYG,0.56000000000000000,283017,0.28,87,60,-283375,-29771,23,95230,601,146733,-125310,632237,408326,69,1,1185,30621,-155930,0,0,1.66,15,,REJECT: negative PnL once unreconciled positions removed
3429,3.70000000000000000,7190,97997,105364,2.1,,2024-01-28 15:01:38.000 UTC,2025-07-10 02:48:51.000 UTC,138361,18,17,27,9,0.12000000000000000,40364,0,0.35,0,400464,Eb3sjhPXJu6WYA3xsy9gnQWY5QQBwfD3UA3tbios2yAZ,0.53000000000000000,87068,0.06,377,321,-598911,-67320,149,188658,1392,121974,-125554,1269741,239225,348,4,30816,97997,-223552,-334,7,2.7,14,,REJECT: negative PnL once unreconciled positions removed
3071,4.00000000000000000,5964,56988,34512,1.94,,2024-01-14 03:19:05.000 UTC,2025-02-15 04:06:37.000 UTC,94594,7,15,23,8,0.13000000000000000,37605,0,0.46,0,205885,BLe2KhavusiaBrTGKyU4zKJZ8RnG8DPPy21EKX3XsEMH,0.53000000000000000,177731,0.25,185,139,-223468,-16377,45,66202,731,34512,-125780,525513,303511,162,13,49450,22559,-148339,0,0,1.41,16,,REJECT: negative PnL once unreconciled positions removed
7140,5.00000000000000000,9692,97782,93362,1.36,,2024-10-19 15:16:32.000 UTC,2025-05-27 14:09:08.000 UTC,161611,10,8,17,6,0.13000000000000000,63830,0,0.61,0,265454,7rEmGWpzTRY3sTuYsWScUqNwwgPCpgGn1r5M4mXwxTTJ,0.75000000000000000,-55093,-0.07,100,72,-340831,-105983,23,144659,503,110760,-126081,638045,70989,83,15,44360,97782,-223863,0,0,2.23,20,,REJECT: negative PnL once unreconciled positions removed
7438,5.90000000000000000,5622,22369,43180,0.76,,2024-10-18 03:42:19.000 UTC,2025-06-05 22:17:57.000 UTC,35357,5,8,35,5,0.25000000000000000,12988,0,0.22,0,157809,Avk8MvDKixm8144JKfRJeb3p2D6TUgzTpeqta8ALzZrS,0.63000000000000000,-78259,-0.08,139,85,-207144,-25732,8,5409,825,104348,-131026,821372,52767,104,5,11039,22369,-153395,-4359,29,2.09,20,,REJECT: negative PnL once unreconciled positions removed
50626,8.50000000000000000,51274,48640,77376,1.01,,2024-05-20 21:21:33.000 UTC,2026-06-10 02:49:00.000 UTC,103898,8,11,14,7,0.27000000000000000,55258,0,0.48,3422,217596,D8YJNg4GaC2w6Ri96ZqM98h5LCBNR5Nb1kETf5TAgB5Z,0.64000000000000000,42994,0.01,92,61,-264791,-83987,14,10861,784,1774456,-132511,3853155,175505,78,3,20410,48640,-181151,-8713,1,4.08,16,,REJECT: negative PnL once unreconciled positions removed
11821,4.30000000000000000,9623,43962,59435,0.81,,2024-07-12 17:43:28.000 UTC,2025-01-25 18:39:34.000 UTC,56023,132,5,5,3,0.20000000000000000,12061,0,0.41,0,137375,BSXKfnRsdqxZRSEdmCBfSFJo8XrahHFE7Wy4rURfDe3y,0.60000000000000000,-53097,-0.12,41,25,-151340,-55069,3,26679,178,99620,-133152,355569,80055,36,1,4074,7234,-140386,0,0,1.7,14,,REJECT: negative PnL once unreconciled positions removed
12839,6.30000000000000000,13152,16967,43303,1.02,,2024-10-21 03:42:02.000 UTC,2024-11-24 20:36:32.000 UTC,32109,9,3,6,3,0.33000000000000000,15142,0,0.42,0,76294,2c237cwd2VkrHGPXdhzEFLPsYRezfNkagvqU5Jtp7pNA,1.00000000000000000,-63362,-0.17,28,18,-141086,-50040,7,132213,175,50040,-133358,291829,69997,22,3,59138,6616,-139975,0,0,1.08,9,,REJECT: negative PnL once unreconciled positions removed
18473,6.90000000000000000,41868,96093,100194,2.27,,2024-03-17 04:06:43.000 UTC,2024-05-19 03:37:07.000 UTC,177576,10,4,7,3,0.00000000000000000,81484,0,0.72,0,245354,C5a7sn2eGCdQrufnk91YnAHnFQDvB5Qz84FjqwQYNwrh,0.75000000000000000,-78679,-0.13,25,19,-259000,-120227,9,239392,173,120227,-135018,338079,56339,18,0,0,96093,-231110,0,0,1.41,8,,REJECT: negative PnL once unreconciled positions removed
16573,7.00000000000000000,16968,282464,87202,1.02,,2024-01-16 00:35:15.000 UTC,2025-11-04 05:04:36.000 UTC,628116,22,11,23,9,0.09000000000000000,345652,0,2.41,0,260950,DMXJZsvM32rKvnpi45SR49mSk6sBpwrsT86sJNYJ4yGU,0.82000000000000000,281973,0.17,100,59,-718548,-361905,17,557195,697,377966,-135357,1284376,417330,77,13,264989,282464,-417822,0,0,2.59,15,,REJECT: negative PnL once unreconciled positions removed
15814,4.70000000000000000,17545,160825,287881,1.11,,2024-10-10 18:48:13.000 UTC,2025-04-25 15:05:36.000 UTC,198772,7,13,3,5,0.08000000000000000,37947,0,0.31,0,637105,4uEprP2tbh9dfsowHpPFRXXCkkRV9r66moxnSkXxtE5p,0.38000000000000000,-141534,-0.11,80,67,-557591,-59189,24,226637,377,287881,-136745,1231065,-4790,77,1,1676406,160825,-297570,0,0,2.18,17,,REJECT: negative PnL once unreconciled positions removed
35742,8.30000000000000000,29969,89466,76356,0.84,,2024-11-26 01:25:40.000 UTC,2026-03-26 17:53:09.000 UTC,228563,19,11,13,8,0.18000000000000000,139097,0,0.76,0,299830,BjUwPxeCEE3yiCRxohrVchTryKDJDSWxvRAapf76XDGp,0.73000000000000000,182142,0.28,20,7,-152571,-114880,1,15373,166,171612,-137577,297671,319719,7,9,74637,3267,-140844,0,1,1.23,12,,REJECT: negative PnL once unreconciled positions removed
40036,8.70000000000000000,95886,117875,305826,2.4,,2024-10-08 11:48:09.000 UTC,2025-02-17 08:22:21.000 UTC,131079,9,4,1,3,0.00000000000000000,13204,0,0.25,0,520603,BEDzhM818Zypsm3cLAwjw9e5ULKMMxzX3Uouni92PjLi,0.75000000000000000,-134894,-0.15,15,10,-291954,-153494,3,46494,130,305826,-137614,874912,2720,14,2,34704,117875,-255489,0,0,1.44,10,,REJECT: negative PnL once unreconciled positions removed
17407,3.80000000000000000,28304,55215,83565,1.63,,2024-10-29 16:20:46.000 UTC,2025-03-23 13:15:46.000 UTC,90461,19,5,6,3,0.00000000000000000,35246,0,0.43,0,208188,HBQe3Gpvkr5SKemWJog4eH563v8SYeUqfHeVKhnbH1SK,0.60000000000000000,-102425,-0.13,40,32,-276554,-60981,17,112678,151,144491,-138712,613809,36287,34,3,132247,55215,-193927,0,0,1.68,7,,REJECT: negative PnL once unreconciled positions removed
8163,7.00000000000000000,6821,23348,32805,0.84,,2024-11-29 14:01:02.000 UTC,2025-05-25 13:06:06.000 UTC,35694,7,6,5,4,0.00000000000000000,12345,0,0.53,0,67105,DuqCVx9cvb1vZHNX9Xvxs1rHfeWSPfbAAHEoX5AGvss,0.67000000000000000,-129090,-0.22,75,54,-255812,-31567,23,147561,525,44575,-141159,532598,12070,70,2,8581,51904,-193064,0,0,1.25,17,,REJECT: negative PnL once unreconciled positions removed
57503,8.30000000000000000,32463,52855,48975,0.56,,2024-11-16 09:29:35.000 UTC,2025-11-05 04:29:34.000 UTC,101744,25,8,10,5,0.13000000000000000,48889,0,0.39,0,260355,AdoYQ6eVk6MX8goAiBhHTtf5TEHzAZ9MFYR123vhovgZ,0.63000000000000000,147171,0.11,29,15,-201678,-80377,2,20062,242,317279,-141277,936375,288448,19,1,1142,52855,-194132,0,0,1.52,14,,REJECT: negative PnL once unreconciled positions removed
5570,16.00000000000000000,6465,40309,30032,1.16,,2024-04-06 12:16:54.000 UTC,2025-12-27 06:18:26.000 UTC,53192,31,6,12,4,0.00000000000000000,12883,0,0.57,0,93255,38ssBrcKwKAwDpmNfgxZx21V1iWFrj7uvWaThaA3MkHm,0.67000000000000000,-138416,-0.37,65,51,-205697,-49072,19,82357,1037,63209,-144913,350296,6497,53,0,0,40309,-185222,0,0,1.82,17,,REJECT: negative PnL once unreconciled positions removed
13780,5.40000000000000000,32710,173688,223153,2.37,,2024-03-16 08:10:55.000 UTC,2025-01-12 07:21:06.000 UTC,285384,12,6,8,3,0.33000000000000000,111696,0,0.43,0,666856,6o8GtiD2xib1XPQgjkeYGxvU1nmKXKNQdNryCetxqSMF,0.50000000000000000,82222,0.05,96,74,-555806,-87763,32,358934,518,248000,-145000,1585664,227222,88,4,104050,173688,-318688,0,0,2.37,12,,REJECT: negative PnL once unreconciled positions removed
26496,10.70000000000000000,11873,74265,53218,0.45,,2024-07-18 09:22:59.000 UTC,2025-06-05 12:52:57.000 UTC,136644,18,3,10,3,0.33000000000000000,62379,0,1.6,0,85640,Df1rMUGuLKUjoicveiqrAVRc195Ux7iidJjaxkn91vSy,1.00000000000000000,-52859,-0.14,19,10,-212725,-173157,2,25484,203,208920,-146770,304829,93911,9,6,50476,59523,-206294,0,0,2.36,8,,REJECT: negative PnL once unreconciled positions removed
28670,4.40000000000000000,71236,587925,294971,2.48,,2024-03-06 22:42:03.000 UTC,2025-11-04 12:00:56.000 UTC,905454,9,17,12,9,0.29000000000000000,317529,0,0.71,232,1275101,382vkFsVPqzvqQVstmS8GbCWJeKXQRYUShLbydkvQTwB,0.53000000000000000,1008803,0.31,81,59,-724338,-99938,10,190708,354,318603,-147534,2785093,1156337,69,4,283811,219634,-367168,-33957,1,1.57,12,,REJECT: negative PnL once unreconciled positions removed
46762,9.00000000000000000,39068,213473,219048,0.84,,2024-03-18 08:20:38.000 UTC,2025-08-07 08:32:30.000 UTC,377529,5,12,13,5,0.25000000000000000,164056,0,0.46,0,822164,E5cxTnDaCQzU9Xog3be7G9pZxBEy7yYprUxYLt7tMTDX,0.42000000000000000,203947,0.1,48,27,-424974,-127830,3,71290,433,221916,-147698,1786224,351645,35,10,260366,67142,-214840,0,0,1.27,15,,REJECT: negative PnL once unreconciled positions removed
20924,8.50000000000000000,35213,244245,329608,1.68,,2024-01-15 04:00:27.000 UTC,2026-07-02 06:07:20.000 UTC,406520,71,8,13,5,0.13000000000000000,162275,0,0.88,118776,460303,5Dp5zs2DMe3145egAf7SQUBkQtZgrbrQaWAGogQKEQps,0.63000000000000000,451719,0.46,35,17,-171603,-121397,4,4661,297,329608,-148188,464191,599907,22,5,20989,20361,-168549,-591,1,2.44,16,,REJECT: negative PnL once unreconciled positions removed
15010,6.80000000000000000,18061,49755,132483,1.2,,2024-11-30 17:54:05.000 UTC,2025-06-16 04:53:46.000 UTC,63297,22,6,13,3,0.33000000000000000,13541,0,0.27,0,230751,8GtMCKzVfMqRBkEgaMn4b3tFxy6CtJPGZnKKKi64cdn4,0.50000000000000000,-9815,-0.01,42,29,-184147,-35513,5,31455,287,132483,-153237,355909,143422,29,3,26307,4434,-157670,0,2,1.41,16,,REJECT: negative PnL once unreconciled positions removed
19468,6.00000000000000000,18012,610417,134776,0.93,,2024-04-18 20:34:23.000 UTC,2026-06-30 22:07:01.000 UTC,830590,19,12,11,5,0.17000000000000000,220173,0,1.42,0,585893,Eayw2VYq9LLSyscKbof98AwcLBvdL5tTDZ2MMZ2wYLZi,0.42000000000000000,128319,0.09,77,65,-992458,-150784,39,644309,462,154575,-156907,1396232,285226,66,2,4556,610417,-767324,-3606,2,1.56,12,,REJECT: negative PnL once unreconciled positions removed
16053,4.60000000000000000,31545,232051,165347,1.97,,2024-03-03 14:01:18.000 UTC,2026-08-14 15:24:36.000 UTC,297622,5,7,9,3,0.14000000000000000,65571,0,0.51,8724,581237,JDbKPL4M8w9MxNrT3QteD89YoocxYU8FQRR8vueK4S1U,0.43000000000000000,123570,0.05,121,88,-412394,-60907,5,46214,555,232344,-157968,2257641,281537,112,1,1644,69994,-227962,-1832,3,1.98,16,,REJECT: negative PnL once unreconciled positions removed
6317,4.80000000000000000,7155,89835,60153,1.13,,2024-01-01 21:43:44.000 UTC,2025-04-11 15:31:36.000 UTC,103451,13,9,8,4,0.11000000000000000,13616,0,0.54,0,192263,4JH2UEhBuucT8xqdpgYTK5KPoRxhmQgwGAANSzjWJTNA,0.44000000000000000,-17910,-0.04,77,59,-196492,-40120,20,63254,367,98623,-159196,416846,141286,69,4,42973,13398,-172594,-4192,3,2.19,16,,REJECT: negative PnL once unreconciled positions removed
44500,4.40000000000000000,72748,281653,156596,1.63,,2024-03-05 12:04:15.000 UTC,2026-01-25 19:33:55.000 UTC,329818,46,16,9,8,0.31000000000000000,48165,0,0.4,0,815204,3u94QJYT9q2CcDF21S5nBE9RvdsRNqjhEWSs5Lm5YDsq,0.50000000000000000,437552,0.25,31,19,-293243,-66916,3,79889,135,291723,-160944,975279,598496,22,8,95900,46279,-207224,0,0,1.16,9,,REJECT: negative PnL once unreconciled positions removed
107226,8.30000000000000000,68324,265641,121539,0.64,,2024-01-26 10:57:29.000 UTC,2024-10-06 18:59:41.000 UTC,314905,137,4,2,3,0.25000000000000000,49265,0,1.35,0,232407,HZNMFm5xVPmjxnTYN87eLdNwUqkzN4XLPpMG87GScaoD,0.75000000000000000,-135806,-0.14,10,7,-478131,-260479,3,38561,83,485536,-161816,934902,26010,8,4,434880,265641,-427456,0,0,1.52,16,,REJECT: negative PnL once unreconciled positions removed
9344,5.40000000000000000,7523,105724,88771,0.81,,2024-02-26 17:23:42.000 UTC,2026-02-21 23:13:35.000 UTC,149695,42,16,7,7,0.00000000000000000,43971,0,0.42,0,357234,HynqkWfpBqCKoRFeCbvA9dcDLqBKEGFHxe4916eaxPFg,0.44000000000000000,-143513,-0.16,100,79,-457838,-46966,25,188913,539,88771,-161886,832252,18373,93,3,17182,105724,-267610,-10592,1,1.42,10,,REJECT: negative PnL once unreconciled positions removed
8071,3.40000000000000000,8116,304578,46161,1.01,,2024-11-06 03:54:14.000 UTC,2025-05-30 17:21:57.000 UTC,376485,6,7,3,4,0.00000000000000000,71907,0,2.87,0,131012,LDptLSrR6gpNT1QkgZqWuJi1uRFBUYKRqvSZraPWAoS,0.57000000000000000,135400,0.22,75,62,-330478,-63723,15,127029,258,66254,-165949,592757,301349,72,0,0,59777,-225726,0,0,1.57,15,,REJECT: negative PnL once unreconciled positions removed
30088,18.90000000000000000,44080,138235,119992,1.47,,2024-01-26 17:58:48.000 UTC,2025-01-26 17:04:50.000 UTC,167957,5,7,2,3,0.14000000000000000,29722,0,0.43,0,390389,rJbik1WZyh9VPs8u7K8owzYbhL3iNk57CRWnbkr8RJR,0.43000000000000000,-17735,-0.02,22,15,-351527,-109732,4,76372,415,122027,-170508,529056,152773,20,10,139179,86524,-257032,0,0,1.3,6,,REJECT: negative PnL once unreconciled positions removed
36347,6.80000000000000000,38332,247688,208957,1.05,,2024-12-03 05:28:24.000 UTC,2025-08-04 03:52:22.000 UTC,260183,9,11,7,8,0.18000000000000000,12495,0,0.51,0,514928,DMwWsjrYDZvPpJm6H7Um9xbJfXuCLS3dBuBGjsKeD7AV,0.73000000000000000,242809,0.28,23,11,-245972,-64896,5,104842,156,208957,-171962,440469,414771,16,15,129688,20185,-192147,0,0,1.22,9,,REJECT: negative PnL once unreconciled positions removed
18581,8.00000000000000000,43995,447510,348767,2.37,,2024-01-09 16:02:05.000 UTC,2025-02-06 10:24:55.000 UTC,883079,10,20,17,8,0.15000000000000000,435569,0,0.55,0,1591944,AEFLpRmj4fzbJHrVbqAQWiwGzAzq8By8rx23LopVGKV3,0.40000000000000000,770131,0.4,72,49,-519118,-148535,9,113238,573,348767,-172731,1227656,942862,55,11,138571,139102,-311833,0,0,2.21,16,,REJECT: negative PnL once unreconciled positions removed
14068,6.40000000000000000,31567,125505,108976,2.24,,2024-04-09 01:19:25.000 UTC,2025-09-27 21:18:51.000 UTC,186355,83,15,7,5,0.13000000000000000,60850,0,0.32,0,578919,tbE9MU8bxqXnfDLLgZPHCYLEFL294XhqCYcAce18C8c,0.33000000000000000,-62643,-0.06,63,54,-577429,-77166,30,473483,402,108976,-177900,983507,115257,56,7,242895,125505,-303406,-10126,1,1.4,13,,REJECT: negative PnL once unreconciled positions removed
5630,3.80000000000000000,12164,111774,101935,2.16,,2024-10-24 08:59:40.000 UTC,2026-01-19 15:14:46.000 UTC,140056,19,8,9,4,0.00000000000000000,28282,0,0.51,0,275368,5gvQhtQDqJTJc9isJJkGpRr19KDP8XYGjQagTrQpjVLt,0.50000000000000000,-186775,-0.14,208,179,-547693,-37376,71,139293,790,101935,-179471,1345328,-7304,199,2,3347,111774,-291245,0,0,2.05,11,,REJECT: negative PnL once unreconciled positions removed
6777,2.60000000000000000,6892,175036,54105,1.02,,2024-09-26 04:26:29.000 UTC,2025-09-17 08:05:58.000 UTC,232051,35,10,14,3,0.10000000000000000,57014,0,1.16,0,200490,HkCbLth6pAzZxRPgUddhU9mjzw6pgmUrDyAGTLRcQT2Z,0.30000000000000000,-77189,-0.07,165,129,-618288,-56856,80,318982,428,83655,-181710,879558,104521,151,4,58473,114675,-296385,-800,1,1.88,13,,REJECT: negative PnL once unreconciled positions removed
95354,6.30000000000000000,82660,375036,183512,0.87,,2024-02-29 03:36:25.000 UTC,2025-05-29 19:39:08.000 UTC,452939,10,9,7,6,0.33000000000000000,77903,0,1.05,0,430025,LQUHfkb5t3nA3sSFTJGstiJLBCnBrCfjocr24o6uMKd,0.67000000000000000,304798,0.18,19,9,-290900,-123423,4,131066,119,381123,-182972,1261957,487771,12,6,136326,45495,-228468,0,0,1.21,16,,REJECT: negative PnL once unreconciled positions removed
27671,4.80000000000000000,8117,174861,76471,0.29,,2024-01-02 01:28:40.000 UTC,2025-03-11 06:01:45.000 UTC,194406,10,7,17,3,0.14000000000000000,19544,0,1.46,0,133543,7X4Uc4HkB9snYvqewGQrkWJyDqZgmYHmUDjULugwCgED,0.43000000000000000,-83219,-0.09,49,29,-410612,-96380,7,157392,236,161288,-183174,854325,99956,32,8,64662,174861,-358036,0,0,1.85,14,,REJECT: negative PnL once unreconciled positions removed
27249,5.00000000000000000,40056,182703,140141,1.47,,2024-10-16 01:26:01.000 UTC,2025-01-20 03:05:14.000 UTC,232509,6,7,1,3,0.29000000000000000,49807,0,0.7,0,332428,DXsnybEy3udv8BDGcVHexCkbcFkbammdNmLntX6cGTc4,0.43000000000000000,-3077,0,24,18,-289505,-76281,4,71505,120,140141,-185779,655401,182703,23,0,0,62082,-247861,0,0,1.05,5,,REJECT: negative PnL once unreconciled positions removed
14729,3.40000000000000000,23028,22924,43480,1.56,,2024-01-07 01:39:22.000 UTC,2025-02-07 09:36:38.000 UTC,33121,30,4,2,3,0.25000000000000000,10197,0,0.41,0,81532,3gvXNMosMkVzzJCNhMtouHX23YLUgLT4RLdBQJMswrtB,0.75000000000000000,-10462,-0.02,33,25,-224436,-127601,5,78607,111,202273,-189179,446525,178718,31,3,8093,22924,-212104,-363,2,2.33,8,,REJECT: negative PnL once unreconciled positions removed
59006,5.40000000000000000,47569,176852,529455,0.81,,2024-02-15 04:31:06.000 UTC,2025-07-19 05:10:51.000 UTC,441897,6,13,6,6,0.23000000000000000,265045,0,0.37,0,1201723,GL3ii3mW6Coqc5JKTCSw8hn7kaYp5CCiU44RJ9Cgq5SX,0.46000000000000000,265129,0.11,42,27,-417478,-244561,8,28343,228,648986,-190993,2173663,456122,36,1,11028,136717,-327710,0,0,2.43,15,,REJECT: negative PnL once unreconciled positions removed
214581,9.70000000000000000,35014,83471,42311,0.16,,2024-08-03 18:18:07.000 UTC,2025-02-02 19:18:14.000 UTC,112374,13,4,7,4,0.25000000000000000,28903,0,1.15,0,97906,EdRX3BFjCzzFzgZidoQrFRMZ6jzM4hqDwkgknZ6zNMLg,1.00000000000000000,153341,0.03,31,19,-235976,-138333,3,83273,302,3945168,-191955,4159186,345295,24,1,8356,27391,-219346,0,0,4.79,20,,REJECT: negative PnL once unreconciled positions removed
13084,3.70000000000000000,19880,54666,269247,1.52,,2024-03-18 21:33:00.000 UTC,2025-10-24 19:57:03.000 UTC,90766,19,5,9,5,0.20000000000000000,36100,0,0.27,0,335776,8G7Uc64GUs4KWeNYWgh4aMpLKxvSgjPynSsQcZjhCZKK,1.00000000000000000,256458,0.19,90,42,-305891,-61608,16,163555,332,269247,-192300,1031732,448759,81,4,9194,24540,-216840,0,0,2.56,10,,REJECT: negative PnL once unreconciled positions removed
