avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
6043,3.70000000000000000,8558,75124,113114,1.42,,2024-03-06 17:58:18.000 UTC,2025-07-13 16:40:27.000 UTC,91033,8,14,3,4,0.07000000000000000,15909,0,0.23,0,403072,5s4Sh2NcERt52YjiiwfPAgdWhQWnvknG8XPrdaEu2pb4,0.29000000000000000,-195003,-0.15,190,146,-452860,-29116,51,136787,699,113114,-195581,1254193,578,187,3,10250,75124,-270706,-149,1,1.88,10,,REJECT: negative PnL once unreconciled positions removed
46986,7.20000000000000000,38004,466678,324622,0.81,,2024-09-26 14:45:37.000 UTC,2025-06-30 16:58:52.000 UTC,849857,14,12,14,8,0.33000000000000000,383179,0,0.78,0,1093907,6XaLo9WgkvJvcqR5spcmM45pziQ7GRsHnSBs9Sv7cU6Y,0.67000000000000000,350270,0.16,50,30,-920731,-127748,10,299592,362,324622,-196967,1713872,547237,36,5,160405,466678,-663645,0,0,1.44,12,,REJECT: negative PnL once unreconciled positions removed
26548,7.60000000000000000,22747,186829,203584,0.86,,2024-12-13 12:23:48.000 UTC,2026-04-22 00:11:26.000 UTC,216081,5,16,7,10,0.13000000000000000,29252,0,0.39,0,549749,FJ2xF2MFmhL8AUTtFDRau8hPqZTT6e4nvDmiNhQzjshn,0.63000000000000000,-131199,-0.08,68,49,-499147,-114549,3,4227,520,203584,-197182,1607905,65983,61,1,17492,186829,-384010,0,0,1.64,17,,REJECT: negative PnL once unreconciled positions removed
14025,6.80000000000000000,45242,153168,162163,3.23,,2024-04-16 20:38:31.000 UTC,2025-10-10 15:34:14.000 UTC,390783,18,9,10,6,0.11000000000000000,237616,0,0.79,0,492204,13QGSfiPNcQ1FzKQrXi8eC8EGKZ2W2i3mfUyaDBfLTBj,0.67000000000000000,59069,0.05,55,42,-423044,-67956,21,261683,375,162163,-200303,833134,259373,45,3,15248,153168,-353471,0,0,1.45,10,,REJECT: negative PnL once unreconciled positions removed
9971,7.00000000000000000,26246,154473,101011,2.63,,2024-11-04 13:53:56.000 UTC,2026-05-23 00:15:52.000 UTC,278498,13,7,7,5,0.00000000000000000,124025,0,1.29,0,215195,2WZDv5VKV5xebGBVkQqkd8D3SFpSPBTud9wTuVW7ZrDn,0.71000000000000000,41587,0.05,64,50,-271180,-54825,6,63484,448,144558,-200932,720305,242519,57,1,4250,49280,-250211,-867,5,1.8,17,,REJECT: negative PnL once unreconciled positions removed
112230,5.80000000000000000,108918,747221,1553697,0.97,,2024-10-04 13:37:48.000 UTC,2026-02-17 01:15:21.000 UTC,1098297,37,9,6,4,0.11000000000000000,351076,0,0.42,0,2606782,B4aMwdv6kP3pWfTp9P1uwk9LdF9wMRWiHMs4CngtQqr2,0.44000000000000000,732321,0.23,29,22,-1011281,-417797,15,397055,167,1553697,-205286,2646267,937607,23,7,1441716,747221,-952507,0,0,2.52,10,,REJECT: negative PnL once unreconciled positions removed
6144,5.70000000000000000,9717,143095,35984,1.58,,2024-03-08 20:19:14.000 UTC,2024-03-27 20:58:56.000 UTC,156448,12,8,14,4,0.25000000000000000,13353,0,1.31,0,119466,7YotBERdYXojEbFB6pLwcR1h2pkz86ryfrmJW977QFtK,0.50000000000000000,6597,0.02,65,54,-242935,-31726,25,187153,372,35984,-206968,337539,213565,51,5,28633,6769,-213738,0,0,1.05,9,,REJECT: negative PnL once unreconciled positions removed
41139,3.90000000000000000,115053,118481,399867,2.8,,2024-03-06 23:58:37.000 UTC,2025-03-30 05:50:09.000 UTC,190943,43,9,7,4,0.33000000000000000,72462,0,0.23,1,838051,BQ6W2opUUbyd3mVpTX1NRgFWgqBxyt3FSLfSR6TXQRug,0.44000000000000000,339028,0.14,41,32,-472715,-109085,17,312002,159,542180,-207196,1915748,546224,34,3,527148,118481,-325677,-28823,1,1.84,6,,REJECT: negative PnL once unreconciled positions removed
32237,4.30000000000000000,5467,616549,71447,0.17,,2024-06-12 11:44:38.000 UTC,2025-01-06 23:10:23.000 UTC,638368,204,6,4,3,0.00000000000000000,21819,0,5.87,0,108819,GQg7qJwWoLp9FmYYfiMDNpfwg7yReEGw8tM63KnnkTat,0.50000000000000000,500231,1.33,15,11,-228142,-90459,4,168268,65,111905,-212748,244457,712979,11,2,50596,2477,-215224,0,0,1.39,5,,REJECT: negative PnL once unreconciled positions removed
15639,7.60000000000000000,25738,125800,73954,1.65,,2024-03-08 23:44:59.000 UTC,2024-12-19 17:50:06.000 UTC,158559,19,6,2,4,0.33000000000000000,32759,0,0.79,18,201293,2aYCJMGihxNQJeACn6kkf1rrF7os8cxLcT5PdFBAmA8c,0.67000000000000000,-212142,-0.27,43,33,-398946,-114034,18,113048,325,129818,-219369,750468,7227,41,0,0,125800,-345169,0,0,1.71,15,,REJECT: negative PnL once unreconciled positions removed
10647,4.00000000000000000,18513,262743,179409,1.74,,2024-01-31 16:24:36.000 UTC,2026-05-10 22:22:50.000 UTC,484942,15,19,8,7,0.16000000000000000,222199,0,0.79,0,614903,GnJHRy9BPDp9rLHbdt9xBVyFKrmLPdxzL84t2rQGXqTx,0.37000000000000000,117926,0.06,153,121,-542801,-44743,44,167653,605,235136,-221546,1768080,339472,145,3,36401,136182,-357728,-3252,4,2.45,12,,REJECT: negative PnL once unreconciled positions removed
23964,4.50000000000000000,83786,226229,127717,3.5,,2024-10-02 04:01:29.000 UTC,2025-08-14 13:47:19.000 UTC,490010,6,12,6,7,0.25000000000000000,263782,0,1.08,0,453569,Fg9SEWK6Rg4xZb59rvKSTpL8SNBfcsJhgr3ff8ajo2MR,0.58000000000000000,551098,0.26,46,29,-286852,-200339,10,252024,209,875326,-221958,988999,773056,40,3,24069,24921,-246878,0,0,2.91,12,,REJECT: negative PnL once unreconciled positions removed
8063,4.20000000000000000,15636,96795,175669,1.94,,2024-09-23 02:29:23.000 UTC,2025-01-27 08:36:31.000 UTC,160177,5,7,9,4,0.00000000000000000,63383,0,0.41,0,392748,Bm4ECUNDa1q5hM7mujRgeUstQNCrZYWLbZH1JLLYHZ3,0.57000000000000000,-148003,-0.13,123,99,-416381,-56625,39,83954,517,175669,-222107,1028413,74104,114,6,30555,93649,-315756,0,0,2.27,20,,REJECT: negative PnL once unreconciled positions removed
11612,4.00000000000000000,31056,234528,241529,2.67,,2024-01-22 01:41:39.000 UTC,2025-11-25 21:39:29.000 UTC,294421,5,15,6,5,0.27000000000000000,59893,0,0.29,0,1020104,Fhm8bJHZVLdkMcA1vqHdBZ9ASJHsLAck8WgifhxJUcLi,0.33000000000000000,65318,0.04,107,90,-447118,-95416,28,69578,425,241529,-226231,1157969,291549,101,1,1040,152340,-378571,-3286,1,2.39,12,,REJECT: negative PnL once unreconciled positions removed
12205,6.30000000000000000,40467,25206,164830,3.32,,2024-11-28 21:29:54.000 UTC,2026-06-17 07:03:02.000 UTC,52063,10,6,30,4,0.17000000000000000,26857,0,0.21,0,242884,BD43a3AzKFG1THPsZve2cgbXYJmoUPgSe42i8U8xGFY5,0.67000000000000000,-22411,-0.01,79,56,-309730,-84889,25,90414,498,416962,-226577,509676,204166,49,11,36100,63,-226640,-27496,5,2.78,15,,REJECT: negative PnL once unreconciled positions removed
18278,4.40000000000000000,26816,149439,243268,1.47,,2024-01-31 19:54:52.000 UTC,2025-08-05 21:04:45.000 UTC,270464,7,14,10,8,0.29000000000000000,121025,0,0.51,0,527876,9dk528G7CL8xLZQ1Avm8FmTYDCJaRxR4HqDqrsTvLcH6,0.57000000000000000,70012,0.07,44,24,-335426,-187560,6,240341,192,243268,-235741,531363,305752,34,8,52351,48402,-284142,0,0,2.02,13,,REJECT: negative PnL once unreconciled positions removed
4637,3.70000000000000000,9026,69983,114943,1.95,,2024-10-24 14:57:04.000 UTC,2026-01-12 23:10:08.000 UTC,221387,6,26,41,17,0.31000000000000000,151404,0,0.45,0,496803,CpxtmqLrBEYJFjgLoNxStLL6UG88YxmX2ey23WF3r1Gd,0.65000000000000000,5597,0,329,260,-519980,-44012,75,126799,1230,124856,-236319,1481951,241916,288,29,155616,69983,-306303,-2710,3,2.32,14,,REJECT: negative PnL once unreconciled positions removed
13279,4.60000000000000000,11200,48940,29719,0.84,,2024-06-06 20:25:29.000 UTC,2025-11-04 11:18:54.000 UTC,73655,61,7,20,4,0.14000000000000000,24715,1,0.64,20772,114904,7ExBGKpSkWYJPz9jU6BLarg8xk2tuvwZ1kTdF1Hb952R,0.57000000000000000,-152055,-0.18,66,49,-312608,-70749,11,186033,304,97625,-237271,604707,85217,46,12,145020,28973,-266245,-1803,3,1.71,8,,REJECT: negative PnL once unreconciled positions removed
32494,4.30000000000000000,8872,112475,94809,0.27,,2024-01-04 01:03:37.000 UTC,2025-08-02 17:52:27.000 UTC,159939,50,10,20,3,0.00000000000000000,47464,0,0.75,0,212196,6ofXwU1s3Ma4ZcvLG29UD6mm1auDV5jumMzRnY1FdFVE,0.30000000000000000,-24225,-0.02,51,30,-380209,-167287,8,30125,220,467319,-240245,1061971,216019,31,8,126762,112475,-352719,0,0,3.48,10,,REJECT: negative PnL once unreconciled positions removed
26803,4.80000000000000000,33678,283325,126476,1.26,,2024-01-22 10:39:47.000 UTC,2026-03-28 18:47:38.000 UTC,424789,14,19,20,5,0.21000000000000000,141464,0,0.48,0,878618,DyiKy8931sSLZ4jaGdVG6HcZiByEoHJzBiEk8mRK1D8C,0.26000000000000000,371209,0.24,53,35,-486028,-92425,5,67475,257,126476,-242811,872361,614020,33,6,70487,98239,-341050,5579,4,1.1,16,,REJECT: negative PnL once unreconciled positions removed
5512,4.30000000000000000,14641,1583430,130554,2.66,,2024-01-01 22:57:41.000 UTC,2026-01-13 23:23:45.000 UTC,2741186,91,12,29,9,0.08000000000000000,1157756,0,6.37,1707,430604,C1TnzdK4nmbqWb3D7EMGBNoc4oHutjwz1SjETMm8wsuv,0.75000000000000000,2339591,1.39,230,185,-745446,-148755,126,416110,998,189032,-247359,1349455,2586950,201,18,283272,128183,-375541,-18555,8,2.65,20,,REJECT: negative PnL once unreconciled positions removed
9431,7.40000000000000000,35438,49011,187561,3.76,,2024-01-14 11:03:16.000 UTC,2024-07-14 03:32:28.000 UTC,94095,5,9,7,6,0.33000000000000000,45084,0,0.24,0,385627,9as55xb69BpHPgAbBk22sGbUYxfmy4Q3UqePHYEPDVJC,0.67000000000000000,-195290,-0.18,87,77,-306189,-111422,17,29769,641,187561,-247508,871620,52218,80,2,3030,23039,-270547,0,0,2.52,17,,REJECT: negative PnL once unreconciled positions removed
1679,2.40000000000000000,1955,103717,67248,1.16,,2024-12-12 16:33:01.000 UTC,2025-01-28 02:05:56.000 UTC,127284,5,3,1,3,0.33000000000000000,23567,0,1.42,0,89761,JAb1oHmxCHG9FcEvuUiJeJXfsmf7qY7MSSYeqpVZ8ygd,1.00000000000000000,-251490,-0.19,771,606,-736587,-59034,191,342218,1888,67248,-252017,1332821,527,770,1,3955,103717,-355734,0,0,2.64,8,,REJECT: negative PnL once unreconciled positions removed
8091,5.40000000000000000,7536,101532,101702,0.93,,2024-01-04 12:16:46.000 UTC,2026-01-18 15:25:11.000 UTC,225406,12,13,5,8,0.08000000000000000,123874,0,0.46,0,485341,9qcu5e7fQpZMUvk9rTQr4FHgvUsgVAffsWQMGgS4vrcA,0.62000000000000000,-213341,-0.13,206,146,-704602,-64938,38,231538,1109,101702,-254894,1627829,42148,200,6,11609,101532,-356426,0,0,2.01,15,,REJECT: negative PnL once unreconciled positions removed
18465,9.50000000000000000,169719,647143,256255,9.19,,2024-01-22 18:37:30.000 UTC,2026-02-20 19:13:22.000 UTC,978533,15,8,11,4,0.13000000000000000,331390,0,1.56,0,627275,JCZjJcmuWidrj5DwuJBxwqHx7zRfiBAp6nCLq3zYmBxd,0.50000000000000000,2497514,0.68,51,33,-290393,-72018,12,178688,486,1668691,-258697,943014,2756211,40,19,305907,13716,-272413,0,0,3.28,19,,REJECT: negative PnL once unreconciled positions removed
11857,6.30000000000000000,13375,195834,144808,1.13,,2024-01-12 09:12:30.000 UTC,2025-11-10 08:39:25.000 UTC,350595,6,23,37,8,0.09000000000000000,154761,0,0.42,0,829401,EroRReG2rxPWSfg9X1jhR8sq1LuRPHXW9cK4uAB8Qh3v,0.35000000000000000,178520,0.07,199,128,-442363,-36935,15,54785,1262,192870,-267395,1993546,445915,162,4,11221,65605,-333000,11703,13,1.87,17,,REJECT: negative PnL once unreconciled positions removed
43882,12.70000000000000000,31412,44314,47848,0.72,,2024-01-07 16:20:23.000 UTC,2025-11-02 16:06:34.000 UTC,184130,136,6,9,6,0.00000000000000000,139816,0,1.11,0,166029,5MAwMwFWKHrtSWCBJRTpqD8uv5cEkioCBXtaFLU3jaot,1.00000000000000000,-227667,-0.14,44,24,-468734,-155317,6,55651,559,255347,-269628,1417084,41961,35,6,18040,44314,-313942,0,0,1.51,19,,REJECT: negative PnL once unreconciled positions removed
11935,5.00000000000000000,26086,49278,141454,2.19,,2024-01-14 05:25:35.000 UTC,2025-11-25 02:40:28.000 UTC,73167,20,9,10,5,0.33000000000000000,23889,0,0.29,16,252986,B7s3dJJyzU3XVmT68jZg1pmmoFagvLQUYEauLcis6mxv,0.56000000000000000,-176290,-0.17,69,55,-349195,-54576,27,156818,346,171168,-270028,845154,93738,59,6,78339,21269,-291297,-28988,3,1.98,13,,REJECT: negative PnL once unreconciled positions removed
10393,4.70000000000000000,9160,115550,62464,0.88,,2024-01-04 16:26:31.000 UTC,2026-05-29 13:49:19.000 UTC,156681,55,6,5,5,0.00000000000000000,41131,0,1.3,118,120062,krQ5UF9icnpf3RmYz3cDXyBkSrZjBrtAephQGkdr5Cr,0.83000000000000000,-140848,-0.19,73,53,-485192,-360848,37,110193,340,411297,-273189,647098,132341,68,6,146851,59208,-332398,-24948,2,4.77,13,,REJECT: negative PnL once unreconciled positions removed
7976,5.90000000000000000,12785,56950,160248,1.6,,2024-04-29 07:59:03.000 UTC,2025-11-09 19:59:02.000 UTC,82093,48,6,22,3,0.33000000000000000,25144,0,0.28,0,289058,8WcVqT5BefFWHwgDoSHgPVgNrBzPASFNqoYjS1n5tFL5,0.50000000000000000,-79005,-0.1,84,58,-312797,-94795,18,110141,493,160248,-275106,463653,196101,62,6,111222,9235,-284342,-373,1,2.5,19,,REJECT: negative PnL once unreconciled positions removed
32262,8.10000000000000000,53920,321836,190293,1.67,,2025-02-26 21:12:26.000 UTC,2025-09-15 03:36:18.000 UTC,338094,10,10,14,4,0.00000000000000000,16258,0,0.46,0,740730,G9hkVP4MgibbN6vhUaryX6J76Mp7YqAkGcyqcaFuWB4u,0.40000000000000000,263375,0.11,63,49,-392051,-55323,1,775,512,286093,-290544,1777013,553919,49,1,6348,64618,-355162,-3151,2,1.52,15,,REJECT: negative PnL once unreconciled positions removed
6625,5.40000000000000000,7792,144366,81612,1.18,,2024-01-18 13:03:00.000 UTC,2025-08-12 22:29:48.000 UTC,166222,6,21,24,13,0.24000000000000000,21856,0,0.38,0,441560,BjCNaM7YbE9SjFi7tzi4677zg1fKXGJwtecz2GWwWuhd,0.62000000000000000,-30670,-0.02,217,160,-540811,-83841,25,177485,1166,90492,-296324,1292102,265653,193,14,60291,75746,-372070,0,0,1.64,17,,REJECT: negative PnL once unreconciled positions removed
24087,4.70000000000000000,97338,311172,1266238,4.04,,2024-02-28 10:28:57.000 UTC,2025-06-04 20:44:14.000 UTC,495128,12,9,17,3,0.11000000000000000,183956,0,0.25,0,2011836,DJKhTu6UwkezjTtVRxE2WW7LSqrMqC4397F6SkXcDqVJ,0.33000000000000000,591616,0.22,65,49,-421339,-90073,15,170582,305,1266238,-297877,1176691,889493,48,12,1218965,82351,-380228,0,0,3.92,17,,REJECT: negative PnL once unreconciled positions removed
22626,4.40000000000000000,51687,1041019,1280996,2.28,,2024-06-23 17:04:27.000 UTC,2026-03-19 00:59:54.000 UTC,1184101,7,15,12,8,0.27000000000000000,143082,0,0.68,12984,1735230,6rmJ5cmu9FTmaF3AV3onVxdBB7Fft1uRmYt8LfWL2ZCq,0.53000000000000000,798487,0.24,101,67,-690896,-161201,19,144240,445,1280996,-298286,1852911,1096774,89,0,0,181142,-479428,863,4,4.14,17,,REJECT: negative PnL once unreconciled positions removed
24940,4.40000000000000000,45496,606721,476219,1.82,,2024-11-12 18:54:43.000 UTC,2025-05-29 18:21:22.000 UTC,702650,12,18,25,5,0.17000000000000000,95929,0,0.24,0,2903725,F5BwXazdmZjM5wYFZEhf18P9zdg5ZVAyUwwCVrgwfhsd,0.28000000000000000,552238,0.08,246,199,-2257393,-199525,51,396481,1094,476219,-304211,5836156,856449,221,17,162024,465495,-769706,0,0,2.26,14,,REJECT: negative PnL once unreconciled positions removed
10952,9.00000000000000000,11963,42409,55307,1.09,,2024-04-20 21:38:31.000 UTC,2025-05-30 19:53:31.000 UTC,74984,12,7,12,3,0.00000000000000000,32576,0,0.45,0,165624,8nVX2fHo86tcH3zwFEGy6BDuLLTC6fTAuokwTaPb3xwV,0.43000000000000000,-120616,-0.11,99,80,-377766,-60565,15,30485,895,140605,-313227,873905,192611,87,4,23815,11767,-324994,0,0,2.17,19,,REJECT: negative PnL once unreconciled positions removed
21770,4.10000000000000000,33744,176355,71888,1.55,,2024-09-27 07:46:50.000 UTC,2024-11-22 09:50:42.000 UTC,246301,12,7,5,4,0.14000000000000000,69945,0,1.25,0,197010,3c1SAav6J9hYhQbDPUDCytHSa9JxLWRMWhQMZ72RYi9t,0.57000000000000000,-102732,-0.05,91,72,-550757,-91840,3,9051,377,153733,-319155,2072355,216423,86,1,7682,68283,-387438,0,0,1.19,13,,REJECT: negative PnL once unreconciled positions removed
18825,5.20000000000000000,56880,398514,374937,3.02,,2024-10-21 19:54:22.000 UTC,2025-02-02 22:57:46.000 UTC,476510,5,9,7,5,0.33000000000000000,77996,0,0.39,0,1208402,G1rBa9NK94Nj4t72s6F8R3AFzD4oNDunWmGVD2nvpu3W,0.56000000000000000,134013,0.05,114,94,-699331,-227976,49,76493,595,578157,-319819,2467274,453832,107,3,48597,347284,-667103,-11373,4,3.23,16,,REJECT: negative PnL once unreconciled positions removed
34403,3.30000000000000000,56899,238403,315464,1.65,,2025-03-06 03:24:36.000 UTC,2026-01-08 04:36:46.000 UTC,418780,16,8,12,7,0.00000000000000000,180377,0,0.44,28853,949579,5a3Szint9TupD8YNgmoaVcWgu3YwWhuZdF22PgtCp9ha,0.88000000000000000,-130096,-0.06,53,36,-701306,-113005,16,223645,175,315464,-321030,1784728,190934,41,6,105349,238403,-559433,0,0,1.48,10,,REJECT: negative PnL once unreconciled positions removed
230995,15.90000000000000000,126333,93276,46209,0.55,,2024-03-06 05:56:40.000 UTC,2024-03-17 11:56:42.000 UTC,116785,9,3,3,3,0.00000000000000000,23509,0,1.06,0,109882,BQcQoeU3sx6eT7i2nrCDgm2Ca1oMLgFhWQhXmwV9eWKS,1.00000000000000000,-73077,-0.03,16,8,-567056,-535939,0,0,255,1783582,-325991,2799696,252913,13,0,0,138651,-464642,0,0,2.6,18,,REJECT: negative PnL once unreconciled positions removed
22115,8.10000000000000000,30696,95442,166138,1.39,,2024-01-26 22:42:43.000 UTC,2025-01-16 03:41:00.000 UTC,216979,11,10,10,6,0.20000000000000000,121537,0,0.38,0,566866,4aj9JCZnbQDUiVmgKcHga5Yzb4ehH97LFRVuaXTtDwzZ,0.60000000000000000,-22902,-0.02,53,38,-424561,-95834,8,198511,431,166138,-331227,1082084,308326,43,4,71068,57758,-388985,-3511,4,1.53,7,,REJECT: negative PnL once unreconciled positions removed
57716,3.90000000000000000,62341,138255,270116,1.08,,2024-01-14 13:11:18.000 UTC,2025-01-22 16:26:49.000 UTC,283276,5,3,6,3,0.00000000000000000,145021,0,0.57,0,494796,9VrekX1pneHphdLKy5DGqgAH2vXXU222qLRrfX7swWyp,1.00000000000000000,-49354,-0.06,14,6,-338558,-335220,3,338278,55,335225,-336604,346411,287250,8,2,18921,1279,-337883,0,0,1.85,9,,REJECT: negative PnL once unreconciled positions removed
60901,6.30000000000000000,50568,88175,63287,0.83,,2024-05-01 11:17:10.000 UTC,2025-04-07 10:27:22.000 UTC,98413,113,4,4,3,0.25000000000000000,10237,0,0.59,0,167958,2GREHQnZr6aT1bu81kcaLfKC71JYV1WfKW774EA2TAjF,0.75000000000000000,-163969,-0.29,10,6,-338295,-189196,5,299340,63,189196,-338295,365407,174327,6,4,575164,-146,-338149,0,0,0.95,3,,REJECT: negative PnL once unreconciled positions removed
69823,6.20000000000000000,111713,228622,317634,1.6,,2024-01-13 03:49:22.000 UTC,2025-01-14 00:43:17.000 UTC,309182,6,6,6,3,0.33000000000000000,80560,0,0.37,0,827524,DDHkZWxPNrK39zQftjCoo5G8uY84QLA9ouF9xxsW6qqa,0.50000000000000000,121174,0.09,17,9,-363691,-184296,4,298844,105,317634,-354735,598458,475909,11,15,483183,7670,-362406,0,0,0.98,7,,REJECT: negative PnL once unreconciled positions removed
27162,7.10000000000000000,50717,177614,495178,1.87,,2024-10-29 04:21:21.000 UTC,2025-01-21 04:58:56.000 UTC,289848,8,7,6,3,0.14000000000000000,112233,0,0.52,0,561374,5uYmnnKuLDwQaAgWoPMdTvUmsVrp6TBJ2CjPBrZ7rbe3,0.43000000000000000,-201740,-0.11,50,33,-594883,-362213,9,403048,353,495178,-360180,1682598,158440,44,3,185616,133760,-493939,0,0,2.45,12,,REJECT: negative PnL once unreconciled positions removed
2355,4.10000000000000000,2174,195390,62464,0.92,,2024-04-10 11:49:16.000 UTC,2026-02-18 16:45:00.000 UTC,234836,24,5,1,4,0.20000000000000000,39446,0,1.75,0,134181,FX81BL2agvjPBCPfwHPtXJpZPYgZoZfzKYGinJNb4z2G,0.80000000000000000,-362758,-0.14,1112,668,-1155564,-63673,51,441318,4596,75635,-366083,2512350,3326,1111,11,42040,195390,-561473,-2072,2,2.73,11,,REJECT: negative PnL once unreconciled positions removed
45153,14.40000000000000000,58327,505557,649053,1.29,,2024-08-04 00:10:55.000 UTC,2026-02-04 17:34:29.000 UTC,812821,23,7,18,4,0.14000000000000000,307263,0,0.55,0,1467343,H94ogYeZ5txTpR2rNZHhZCcreWvZDFMr9DPS9WQd5qRD,0.57000000000000000,1329635,0.66,40,25,-515705,-134806,6,281050,576,649053,-375659,1145417,1705295,22,8,407613,75780,-451440,-152863,15,2.44,20,,REJECT: negative PnL once unreconciled positions removed
99177,4.50000000000000000,86969,114470,182100,0.88,,2024-11-23 02:50:47.000 UTC,2025-07-29 21:44:32.000 UTC,240132,6,7,2,5,0.14000000000000000,125662,0,0.34,0,703530,AFEi1ERoCDBSanqF8drct9vcPEBdXtK9E1rGBUGtvXQS,0.71000000000000000,-179798,-0.09,20,14,-498352,-138482,1,119078,90,338239,-376614,1669542,196816,18,0,0,67387,-444000,0,0,0.9,6,,REJECT: negative PnL once unreconciled positions removed
27530,2.50000000000000000,41834,239219,504270,1.52,,2024-11-19 07:07:46.000 UTC,2025-07-06 14:05:59.000 UTC,337016,21,5,2,3,0.00000000000000000,97797,0,0.34,82320,990609,Cdcz15E3LmTD7giDf8j3EapzoNooUvhS7CVcnoAZboKC,0.60000000000000000,-387296,-0.17,76,59,-928200,-204190,49,822141,189,504270,-377195,2325338,-10101,74,0,0,239219,-616414,0,0,2.32,6,,REJECT: negative PnL once unreconciled positions removed
25244,8.70000000000000000,24805,330927,240452,0.98,,2024-07-29 06:26:01.000 UTC,2025-11-23 12:37:16.000 UTC,599833,16,19,5,12,0.11000000000000000,268906,0,0.73,0,826961,ERxUgNavZ2HiYTNrwASX1SHN8zqQCSp16W9rBNaGYLwX,0.63000000000000000,-362499,-0.1,143,97,-1505692,-98915,39,747222,1239,240452,-384979,3497557,22480,138,2,18669,330927,-715906,0,0,1.46,15,,REJECT: negative PnL once unreconciled positions removed
11894,3.80000000000000000,36992,81494,169810,3.11,,2025-03-26 12:24:11.000 UTC,2025-05-14 23:18:12.000 UTC,128130,7,4,5,4,0.25000000000000000,46636,0,0.29,0,437183,CtDAdfuagH7hLfotVPokFLG4GKTcpanm1WHQDauZb9aB,1.00000000000000000,-390946,-0.23,104,87,-746233,-112800,46,369574,390,169810,-392460,1638166,1514,99,2,68294,177728,-570188,0,0,1.86,9,,REJECT: negative PnL once unreconciled positions removed
32196,8.20000000000000000,41029,30075,213713,1.27,,2024-11-20 13:27:51.000 UTC,2025-01-21 19:08:37.000 UTC,77572,10,4,1,3,0.25000000000000000,47497,0,0.25,0,312626,Aeh8dDewxERjp7PEb7xvtNsD2Y7EcQ9EXfJFZcf2DnYW,0.75000000000000000,-404648,-0.17,71,55,-516175,-206201,8,17698,581,928947,-394674,2399148,-9974,70,1,1312,30075,-424750,0,0,3.35,21,,REJECT: negative PnL once unreconciled positions removed
53805,8.10000000000000000,169058,477679,360915,3.14,,2024-11-21 10:13:57.000 UTC,2025-07-31 21:26:16.000 UTC,495832,5,8,7,5,0.25000000000000000,18153,0,0.45,0,1112124,BE1Eh7WVvcoxBrHP281NDW8euLYvnQfzjb7DYAakK4PZ,0.63000000000000000,422115,0.2,22,14,-400100,-120597,4,150026,179,360915,-398548,803309,820664,15,5,636524,1551,-400100,0,0,1.14,14,,REJECT: negative PnL once unreconciled positions removed
464173,15.10000000000000000,95408,297571,106837,0.21,,2024-09-29 17:10:47.000 UTC,2024-12-18 14:43:01.000 UTC,347967,52,3,0,3,0.00000000000000000,50397,0,1.22,0,286225,AvwseH6D2Dmq8ZFCucHUpkELJiCejft8ypZvvHLQzL48,1.00000000000000000,-404447,-0.19,7,4,-752414,-338903,0,0,106,1030942,-404447,2142916,0,7,0,0,297571,-702018,0,0,1.05,12,,REJECT: negative PnL once unreconciled positions removed
7481,6.10000000000000000,5879,333552,97636,0.79,,2024-01-04 06:03:16.000 UTC,2025-06-02 05:03:50.000 UTC,350359,15,21,14,11,0.19000000000000000,16807,0,0.95,0,369138,HjSFTLNLPuX8Nw5HjZpWXzgo9rQ5iHTycYxwkvj1TAJW,0.52000000000000000,-76268,-0.06,177,143,-583763,-45676,44,173920,1084,97636,-409296,1210627,333028,163,2,7701,41338,-450634,0,0,1.51,22,,REJECT: negative PnL once unreconciled positions removed
